country,city,product_name,product_category,campaign_channel,budget_spent,clicks,conversion_rate,units_sold,campaign_date
italy,rome,pure_clean_toner,skin_care,instagram,3594.72,7003.0,6.078482972136223,0.0,2025-06-01
canada,toronto,glow_serum,skin_care,billboard,17691.02,15810.0,6.078482972136223,0.0,2025-06-01
germany,berlin,hydra_cream,skin_care,email,12669.726343178621,959076.9351851852,32.9,0.0,2025-06-01
italy,rome,hydra_cream,skin_care,instagram,12669.726343178621,959076.9351851852,6.078482972136223,345.0,2025-06-01
brazil,sao_paulo,hydra_cream,skin_care,google_ads,12669.726343178621,4803757.0,6.078482972136223,486.0,2025-06-01
italy,rome,pure_clean_toner,skin_care,facebook,12669.726343178621,959076.9351851852,3.3,0.0,2025-06-01
france,paris,hydra_cream,skin_care,facebook,12669.726343178621,959076.9351851852,3.2,145.0,2025-06-01
italy,rome,pure_clean_toner,furniture,email,12663.6,959076.9351851852,6.078482972136223,28.0,2025-06-01
germany,berlin,hydra_cream,skin_care,instagram,24384.44,11239.0,11.7,39.0,2023-04-09
spain,madrid,pure_clean_toner,furniture,email,11866.72,9200.0,0.0165,0.0,2023-04-09
italy,rome,glow_serum,skin_care,tiktok,930.27,959076.9351851852,6.078482972136223,0.0,2023-04-09
canada,toronto,pure_clean_toner,furniture,email,3794.89,959076.9351851852,0.1162,132.0,2023-04-09
germany,berlin,hydra_cream,skin_care,billboard,12669.726343178621,1547.0,20.9,0.0,2023-05-21
spain,madrid,pure_clean_toner,skin_care,google_ads,12669.726343178621,1185.0,15.1,0.0,2023-05-21
usa,new_york,hydra_cream,beauty,billboard,12669.726343178621,13547.0,6.078482972136223,0.0,2023-05-21
france,paris,hydra_cream,electronics,tiktok,12669.726343178621,16305.0,0.188,0.0,2023-05-21
japan,tokyo,hydra_cream,electronics,google_ads,15239.6,959076.9351851852,28.4,0.0,2023-05-21
japan,tokyo,hydra_cream,electronics,instagram,22167.42,4720975.0,32.3,698521.0,2023-05-21
japan,tokyo,pure_clean_toner,skin_care,google_ads,6467.86,1511658.0,6.078482972136223,882610.0,2023-05-21
france,paris,glow_serum,skin_care,email,18793.66,4440117.0,6.078482972136223,0.0,2023-05-21
canada,toronto,glow_serum,skin_care,email,12669.726343178621,959076.9351851852,17.8,0.0,2023-05-21
japan,tokyo,hydra_cream,beauty,instagram,7777.46,6701.0,6.078482972136223,81.0,2023-06-06
usa,new_york,pure_clean_toner,skin_care,facebook,12669.726343178621,933903.0,0.1665,770319.0,2023-06-06
japan,tokyo,glow_serum,skin_care,google_ads,8568.15,959076.9351851852,6.078482972136223,42.0,2023-06-06
france,paris,glow_serum,skin_care,instagram,8535.96,4955878.0,6.078482972136223,326942.0,2023-06-06
italy,rome,pure_clean_toner,skin_care,instagram,15427.33,959076.9351851852,6.078482972136223,246.0,2023-06-06
usa,new_york,pure_clean_toner,skin_care,instagram,8459.78,7099.0,0.2722,0.0,2023-06-06
japan,tokyo,hydra_cream,beauty,email,12669.726343178621,3726930.0,6.078482972136223,22.0,2024-12-17
germany,berlin,hydra_cream,skin_care,tiktok,14007.74,6855.0,6.078482972136223,0.0,2024-12-17
france,paris,glow_serum,skin_care,billboard,11258.19,959076.9351851852,0.0962,50.0,2024-12-17
germany,berlin,hydra_cream,skin_care,tiktok,1824.45,7021.0,4.1,11.0,2024-12-17
spain,madrid,pure_clean_toner,beauty,billboard,18261.14,15024.0,0.0151,571866.0,2024-12-17
germany,berlin,pure_clean_toner,beauty,facebook,12669.726343178621,13527.0,6.078482972136223,12.0,2024-12-17
france,paris,pure_clean_toner,skin_care,facebook,12669.726343178621,2417.0,1.3,230404.0,2024-12-17
france,paris,hydra_cream,beauty,email,17920.37,959076.9351851852,6.078482972136223,0.0,2024-12-17
germany,berlin,glow_serum,electronics,facebook,12669.726343178621,3425.0,0.2401,0.0,2024-12-17
italy,rome,pure_clean_toner,skin_care,instagram,3594.72,7003.0,6.078482972136223,0.0,2024-12-17
germany,paris,glow_serum,electronics,email,6290.6,4512.0,0.2322,325.0,2024-12-17
japan,tokyo,pure_clean_toner,skin_care,facebook,12669.726343178621,3191179.0,0.1012,0.0,2024-06-14
brazil,sao_paulo,glow_serum,beauty,email,9173.26,14109.0,6.078482972136223,595223.0,2024-06-14
spain,madrid,glow_serum,skin_care,facebook,24662.53,4275.0,6.078482972136223,0.0,2024-06-07
usa,paris,glow_serum,skin_care,email,13765.21,959076.9351851852,15.1,48.0,2024-06-07
brazil,paris,glow_serum,skin_care,google_ads,12669.726343178621,15470.0,6.078482972136223,57.0,2024-01-13
italy,rome,pure_clean_toner,beauty,instagram,17768.77,7613.0,25.6,685.0,2024-01-13
canada,toronto,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,6.078482972136223,179.0,2024-01-13
brazil,sao_paulo,hydra_cream,beauty,billboard,12551.0,959076.9351851852,26.6,6.0,2024-01-13
brazil,paris,hydra_cream,skin_care,instagram,10973.45,2974907.0,23.5,0.0,2024-01-13
france,paris,glow_serum,skin_care,instagram,12669.726343178621,959076.9351851852,0.1,0.0,2025-07-21
japan,tokyo,pure_clean_toner,furniture,instagram,12669.726343178621,959076.9351851852,5.0,0.0,2025-07-21
canada,toronto,hydra_cream,skin_care,email,12669.726343178621,959076.9351851852,6.078482972136223,165.0,2025-07-21
usa,new_york,glow_serum,skin_care,google_ads,1295.04,4351.0,6.078482972136223,126099.48148148147,2025-07-21
japan,tokyo,glow_serum,skin_care,instagram,477.75,3916575.0,6.078482972136223,0.0,2025-07-21
italy,rome,pure_clean_toner,skin_care,billboard,12669.726343178621,2853968.0,0.2774,0.0,2025-07-21
italy,rome,glow_serum,skin_care,google_ads,24663.59,4201.0,0.1535,517350.0,2025-07-21
brazil,sao_paulo,pure_clean_toner,skin_care,facebook,7799.29,959076.9351851852,0.2453,29.0,2025-07-21
japan,tokyo,hydra_cream,beauty,email,3759.95,959076.9351851852,6.078482972136223,40.0,2025-07-21
brazil,sao_paulo,glow_serum,skin_care,email,13662.04,7616.0,0.3199,126099.48148148147,2025-07-21
france,paris,glow_serum,electronics,instagram,12669.726343178621,3002466.0,6.078482972136223,717694.0,2025-07-21
brazil,sao_paulo,hydra_cream,skin_care,instagram,19261.03,959076.9351851852,6.078482972136223,235.0,2025-10-09
italy,rome,glow_serum,electronics,instagram,12669.726343178621,2650.0,6.078482972136223,607.0,2025-10-09
germany,berlin,pure_clean_toner,skin_care,billboard,12669.726343178621,1256346.0,17.1,32.0,2025-10-09
france,paris,hydra_cream,beauty,google_ads,13200.31,959076.9351851852,6.078482972136223,566002.0,2025-10-09
italy,rome,glow_serum,beauty,google_ads,10458.28,959076.9351851852,0.0059,0.0,2025-10-09
spain,madrid,glow_serum,skin_care,facebook,2270.68,959076.9351851852,6.078482972136223,410.0,2025-10-09
brazil,sao_paulo,glow_serum,beauty,instagram,12211.7,16966.0,6.078482972136223,262667.0,2025-10-09
germany,berlin,glow_serum,electronics,instagram,20092.59,959076.9351851852,0.2563,126099.48148148147,2025-10-09
usa,new_york,pure_clean_toner,skin_care,billboard,4846.23,2260327.0,0.3487,0.0,2025-10-09
brazil,sao_paulo,pure_clean_toner,beauty,instagram,12669.726343178621,14033.0,0.0338,180622.0,2025-10-09
canada,toronto,glow_serum,skin_care,billboard,2247.88,8967.0,6.078482972136223,701347.0,2025-10-09
canada,toronto,pure_clean_toner,beauty,billboard,22099.75,959076.9351851852,6.078482972136223,35.0,2025-01-26
usa,new_york,pure_clean_toner,furniture,tiktok,13872.55,8487.0,0.3232,126099.48148148147,2025-01-26
usa,new_york,hydra_cream,skin_care,email,19477.73,959076.9351851852,6.078482972136223,236346.0,2023-05-17
usa,new_york,pure_clean_toner,beauty,instagram,14845.37,6720.0,6.078482972136223,50.0,2023-05-17
italy,rome,pure_clean_toner,skin_care,tiktok,2185.96,3414790.0,0.266,126099.48148148147,2023-04-26
usa,paris,pure_clean_toner,skin_care,billboard,15496.92,12735.0,4.0,126099.48148148147,2023-04-26
japan,tokyo,hydra_cream,skin_care,instagram,6263.79,959076.9351851852,6.078482972136223,330.0,2024-06-24
france,paris,pure_clean_toner,skin_care,google_ads,2540.9,10941.0,28.5,69871.0,2024-06-24
brazil,sao_paulo,glow_serum,skin_care,tiktok,6272.49,13474.0,0.0013,47.0,2024-06-24
usa,new_york,hydra_cream,beauty,instagram,12669.726343178621,17617.0,0.1468,43.0,2024-06-24
usa,new_york,glow_serum,beauty,tiktok,8499.41,2852.0,6.078482972136223,27.0,2024-06-24
spain,madrid,glow_serum,skin_care,facebook,12669.726343178621,2230.0,6.078482972136223,258.0,2024-06-24
brazil,paris,hydra_cream,skin_care,billboard,12669.726343178621,3043594.0,0.3283,37.0,2024-06-24
brazil,sao_paulo,glow_serum,beauty,billboard,12669.726343178621,6440.0,6.078482972136223,732.0,2024-06-24
spain,madrid,pure_clean_toner,skin_care,instagram,16611.83,16212.0,23.0,126099.48148148147,2024-01-01
france,paris,pure_clean_toner,skin_care,instagram,22618.83,8485.0,6.078482972136223,126099.48148148147,2024-01-01
germany,berlin,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,6.078482972136223,27.0,2024-01-01
usa,new_york,hydra_cream,skin_care,email,18555.17,959076.9351851852,28.9,0.0,2024-01-01
canada,toronto,glow_serum,skin_care,billboard,23228.68,14170.0,6.078482972136223,0.0,2023-03-22
italy,rome,hydra_cream,skin_care,tiktok,13097.0,3641882.0,0.1107,776167.0,2023-03-22
usa,new_york,glow_serum,skin_care,tiktok,19279.23,959076.9351851852,1.4,126099.48148148147,2023-03-22
germany,berlin,pure_clean_toner,beauty,instagram,2677.53,2826855.0,6.078482972136223,0.0,2023-03-22
italy,rome,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,0.2668,2.0,2023-03-22
canada,toronto,pure_clean_toner,beauty,tiktok,16667.08,959076.9351851852,0.0832,10.0,2023-03-22
spain,madrid,hydra_cream,skin_care,google_ads,1865.31,959076.9351851852,0.2023,49.0,2023-03-22
usa,new_york,hydra_cream,electronics,google_ads,12669.726343178621,3822.0,19.9,41.0,2023-03-22
spain,madrid,pure_clean_toner,furniture,google_ads,12669.726343178621,3527030.0,0.1426,126099.48148148147,2023-03-22
japan,tokyo,pure_clean_toner,skin_care,instagram,14982.37,4960950.0,0.2151,0.0,2023-02-15
italy,rome,pure_clean_toner,skin_care,instagram,14573.64,18125.0,32.7,15.0,2025-11-03
usa,paris,pure_clean_toner,skin_care,billboard,15496.92,12735.0,4.0,126099.48148148147,2025-11-03
japan,tokyo,hydra_cream,beauty,email,12669.726343178621,9596.0,0.2509,0.0,2025-11-03
japan,paris,glow_serum,skin_care,facebook,15051.35,11690.0,6.078482972136223,126099.48148148147,2025-11-03
brazil,sao_paulo,glow_serum,skin_care,google_ads,12669.726343178621,10406.0,6.078482972136223,402.0,2023-05-26
brazil,sao_paulo,pure_clean_toner,beauty,instagram,9257.79,9252.0,6.078482972136223,5.0,2023-05-26
italy,rome,glow_serum,skin_care,email,12669.726343178621,3024391.0,6.078482972136223,76.0,2023-05-26
canada,toronto,hydra_cream,beauty,email,12669.726343178621,959076.9351851852,6.078482972136223,341271.0,2023-05-26
france,paris,pure_clean_toner,furniture,instagram,12669.726343178621,2024944.0,20.4,126099.48148148147,2025-07-25
japan,tokyo,glow_serum,skin_care,email,11874.0,8690.0,6.078482972136223,794141.0,2025-07-25
usa,new_york,pure_clean_toner,skin_care,billboard,4795.14,2440654.0,6.078482972136223,660575.0,2025-06-13
japan,tokyo,glow_serum,skin_care,instagram,16011.94,16685.0,0.1009,796.0,2024-08-19
germany,berlin,glow_serum,skin_care,instagram,12669.726343178621,959076.9351851852,0.0814,0.0,2024-08-19
brazil,sao_paulo,pure_clean_toner,furniture,facebook,20229.12,12006.0,6.7,0.0,2024-08-19
france,paris,hydra_cream,beauty,billboard,12669.726343178621,11153.0,0.1649,15.0,2024-08-19
france,paris,glow_serum,beauty,tiktok,12669.726343178621,959076.9351851852,0.3386,126099.48148148147,2024-10-25
france,paris,hydra_cream,beauty,email,12669.726343178621,959076.9351851852,0.3082,983310.0,2025-04-15
brazil,sao_paulo,pure_clean_toner,skin_care,facebook,13722.44,959076.9351851852,2.1,29.0,2025-04-15
italy,rome,hydra_cream,skin_care,email,12385.13,5792.0,6.078482972136223,429.0,2025-04-15
brazil,sao_paulo,pure_clean_toner,skin_care,billboard,6204.02,14915.0,0.1481,38.0,2025-04-15
usa,new_york,glow_serum,beauty,instagram,5618.85,19729.0,0.2993,759817.0,2025-04-15
spain,madrid,pure_clean_toner,furniture,tiktok,4009.53,6324.0,6.078482972136223,0.0,2025-04-15
spain,madrid,hydra_cream,skin_care,email,12669.726343178621,11110.0,0.2105,40.0,2025-04-15
germany,berlin,glow_serum,electronics,email,13973.21,2054893.0,0.1746,115.0,2023-08-06
germany,berlin,glow_serum,skin_care,facebook,20667.01,17507.0,0.0525,203337.0,2023-08-06
brazil,sao_paulo,hydra_cream,electronics,email,8561.41,959076.9351851852,6.078482972136223,126099.48148148147,2023-08-06
japan,tokyo,glow_serum,electronics,instagram,6058.45,10470.0,0.3401,20.0,2023-08-06
france,paris,hydra_cream,beauty,email,24297.68,10740.0,0.3295,40.0,2023-08-06
france,paris,hydra_cream,beauty,tiktok,24243.54,2544.0,6.078482972136223,0.0,2023-09-01
brazil,sao_paulo,glow_serum,skin_care,facebook,12563.15,1379009.0,6.078482972136223,0.0,2023-09-01
italy,rome,glow_serum,skin_care,billboard,2352.34,5521.0,20.7,7.0,2023-09-01
italy,rome,glow_serum,skin_care,tiktok,8996.38,1689.0,0.2611,503245.0,2025-04-14
italy,rome,hydra_cream,skin_care,google_ads,2186.95,10476.0,6.078482972136223,227.0,2025-04-07
spain,madrid,pure_clean_toner,beauty,tiktok,10102.22,11905.0,22.7,0.0,2025-10-25
usa,new_york,pure_clean_toner,skin_care,google_ads,2183.03,16352.0,4.4,784245.0,2025-10-25
japan,tokyo,glow_serum,beauty,google_ads,21421.8,2421484.0,30.6,0.0,2025-10-25
france,paris,pure_clean_toner,skin_care,google_ads,12669.726343178621,12611.0,6.078482972136223,126099.48148148147,2024-12-18
usa,new_york,hydra_cream,skin_care,tiktok,23917.24,8975.0,0.1958,126099.48148148147,2024-12-18
france,paris,glow_serum,skin_care,google_ads,7434.69,19464.0,0.1739,580.0,2024-12-18
germany,berlin,glow_serum,electronics,google_ads,12669.726343178621,2081170.0,6.078482972136223,376762.0,2024-12-18
brazil,sao_paulo,glow_serum,skin_care,google_ads,16364.39,16243.0,0.11,485.0,2024-12-18
usa,new_york,pure_clean_toner,skin_care,tiktok,12669.726343178621,959076.9351851852,11.3,612290.0,2024-12-18
germany,paris,pure_clean_toner,skin_care,tiktok,13161.65,3859693.0,0.2619,126099.48148148147,2024-12-18
france,paris,pure_clean_toner,skin_care,instagram,12669.726343178621,4676347.0,6.078482972136223,28.0,2024-09-14
spain,madrid,hydra_cream,skin_care,instagram,9948.97,959076.9351851852,20.5,21.0,2024-09-14
brazil,sao_paulo,hydra_cream,skin_care,tiktok,12274.47,17627.0,33.1,2.0,2024-09-14
canada,toronto,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,0.306,126099.48148148147,2025-04-02
italy,paris,hydra_cream,skin_care,google_ads,3114.91,959076.9351851852,8.5,223.0,2024-09-13
canada,toronto,glow_serum,beauty,google_ads,21335.69,4346.0,7.1,37.0,2024-09-13
italy,rome,pure_clean_toner,furniture,facebook,12669.726343178621,6338.0,0.1481,219247.0,2024-09-13
spain,madrid,glow_serum,skin_care,tiktok,16338.55,9214.0,25.1,23.0,2024-11-09
france,paris,glow_serum,skin_care,tiktok,21525.12,959076.9351851852,0.0629,29.0,2024-11-09
usa,new_york,pure_clean_toner,skin_care,billboard,12669.726343178621,959076.9351851852,6.078482972136223,214390.0,2024-11-09
spain,madrid,hydra_cream,beauty,email,12669.726343178621,16422.0,20.6,24.0,2024-11-09
brazil,sao_paulo,glow_serum,skin_care,instagram,12669.726343178621,959076.9351851852,0.1035,109.0,2024-11-09
france,paris,hydra_cream,beauty,facebook,12669.726343178621,959076.9351851852,0.1443,533677.0,2024-11-09
italy,rome,glow_serum,beauty,google_ads,16496.16,959076.9351851852,6.078482972136223,36.0,2024-11-09
france,paris,hydra_cream,skin_care,instagram,22707.17,5120.0,3.9,757544.0,2024-11-09
japan,tokyo,hydra_cream,skin_care,email,19436.36,959076.9351851852,0.0965,126099.48148148147,2023-07-02
italy,rome,pure_clean_toner,beauty,tiktok,11951.63,959076.9351851852,28.1,126099.48148148147,2023-07-02
japan,tokyo,glow_serum,skin_care,instagram,19706.95,14667.0,6.078482972136223,546.0,2024-09-02
brazil,sao_paulo,pure_clean_toner,skin_care,instagram,6364.4,10750.0,32.9,0.0,2023-06-23
japan,tokyo,glow_serum,skin_care,google_ads,12669.726343178621,18190.0,6.078482972136223,637941.0,2023-06-23
canada,toronto,hydra_cream,beauty,instagram,13498.61,1723832.0,16.7,126099.48148148147,2023-06-23
spain,madrid,glow_serum,electronics,instagram,12228.67,959076.9351851852,0.2738,3.0,2023-09-28
brazil,sao_paulo,glow_serum,skin_care,email,12669.726343178621,11982.0,0.0686,49.0,2023-09-28
usa,new_york,hydra_cream,electronics,facebook,12669.726343178621,9802.0,0.0943,4.0,2023-09-28
canada,toronto,glow_serum,skin_care,email,9591.36,959076.9351851852,0.1774,417644.0,2023-09-28
japan,tokyo,pure_clean_toner,furniture,billboard,10537.71,959076.9351851852,0.3435,322105.0,2023-09-28
brazil,sao_paulo,glow_serum,skin_care,facebook,23538.98,43.0,0.0158,877460.0,2023-09-28
canada,toronto,glow_serum,skin_care,email,12669.726343178621,959076.9351851852,14.0,0.0,2023-01-17
france,paris,hydra_cream,skin_care,google_ads,17476.72,959076.9351851852,0.2572,932865.0,2023-01-17
usa,new_york,glow_serum,skin_care,tiktok,20642.27,12710.0,0.1163,0.0,2023-01-17
france,paris,glow_serum,skin_care,tiktok,18478.31,2201047.0,0.2981,6.0,2023-01-17
brazil,sao_paulo,hydra_cream,beauty,email,24231.93,959076.9351851852,6.078482972136223,38.0,2025-06-06
japan,tokyo,glow_serum,skin_care,google_ads,12669.726343178621,13216.0,0.1311,749277.0,2025-06-06
italy,rome,glow_serum,beauty,google_ads,9259.0,10972.0,6.078482972136223,473401.0,2025-06-06
japan,tokyo,glow_serum,skin_care,facebook,17631.94,959076.9351851852,0.0736,11.0,2025-06-06
spain,madrid,glow_serum,skin_care,billboard,760.08,16540.0,6.078482972136223,361159.0,2025-06-06
italy,paris,hydra_cream,beauty,tiktok,23359.34,9236.0,6.078482972136223,46.0,2025-06-06
italy,rome,hydra_cream,skin_care,facebook,22279.96,3855397.0,6.078482972136223,8.0,2025-06-06
france,paris,pure_clean_toner,skin_care,facebook,1443.91,3380.0,0.2289,0.0,2025-06-06
france,paris,glow_serum,skin_care,email,23320.62,959076.9351851852,0.0432,26.0,2025-06-06
brazil,sao_paulo,pure_clean_toner,beauty,email,4394.67,3799956.0,0.1049,149302.0,2025-06-06
brazil,sao_paulo,hydra_cream,beauty,google_ads,21949.73,8391.0,0.1652,0.0,2025-06-06
usa,new_york,hydra_cream,beauty,instagram,7100.97,959076.9351851852,6.078482972136223,584.0,2025-06-06
italy,rome,pure_clean_toner,skin_care,google_ads,23748.62,15936.0,0.0999,0.0,2025-06-06
japan,tokyo,pure_clean_toner,beauty,tiktok,3165.34,4217.0,0.1966,126099.48148148147,2025-06-06
france,paris,hydra_cream,beauty,google_ads,9997.66,4400085.0,0.0128,284.0,2025-06-06
france,paris,pure_clean_toner,skin_care,google_ads,7524.08,8558.0,0.2766,483468.0,2025-06-06
france,paris,pure_clean_toner,furniture,billboard,24257.07,959076.9351851852,0.0421,172.0,2025-06-06
canada,toronto,glow_serum,skin_care,facebook,12669.726343178621,1246.0,16.7,36.0,2025-06-06
japan,tokyo,hydra_cream,skin_care,facebook,22970.05,959076.9351851852,29.2,126099.48148148147,2025-06-06
usa,new_york,pure_clean_toner,beauty,billboard,12669.726343178621,1987094.0,6.078482972136223,0.0,2025-06-06
spain,madrid,hydra_cream,skin_care,instagram,3489.93,959076.9351851852,0.2853,126099.48148148147,2025-06-06
brazil,sao_paulo,pure_clean_toner,skin_care,tiktok,15827.47,19719.0,6.078482972136223,41.0,2024-01-18
brazil,sao_paulo,pure_clean_toner,skin_care,google_ads,13226.54,4453.0,0.2438,597694.0,2024-01-18
japan,tokyo,hydra_cream,electronics,tiktok,12669.726343178621,959076.9351851852,6.078482972136223,141.0,2024-01-18
france,paris,glow_serum,skin_care,instagram,12669.726343178621,13417.0,0.1602,45.0,2024-01-18
spain,madrid,hydra_cream,skin_care,email,12669.726343178621,14814.0,6.078482972136223,226688.0,2024-01-18
canada,paris,hydra_cream,skin_care,billboard,2253.27,11551.0,0.0885,0.0,2024-01-18
france,paris,glow_serum,skin_care,billboard,2656.03,2403.0,6.078482972136223,0.0,2024-06-14
usa,paris,hydra_cream,beauty,email,21169.46,959076.9351851852,0.0721,450573.0,2024-06-14
germany,berlin,glow_serum,skin_care,facebook,12669.726343178621,15728.0,0.0432,46.0,2024-06-14
germany,berlin,pure_clean_toner,skin_care,google_ads,12669.726343178621,8961.0,0.0632,714.0,2024-06-14
brazil,sao_paulo,hydra_cream,skin_care,google_ads,12669.726343178621,959076.9351851852,0.2152,321610.0,2025-10-21
usa,new_york,glow_serum,skin_care,instagram,12669.726343178621,4355061.0,6.078482972136223,0.0,2025-10-21
usa,paris,pure_clean_toner,skin_care,instagram,24195.01,3255.0,0.2096,14.0,2025-02-22
france,paris,glow_serum,skin_care,tiktok,18912.81,16716.0,0.3255,0.0,2025-02-22
germany,berlin,glow_serum,skin_care,email,21553.44,11341.0,6.078482972136223,377780.0,2025-02-22
france,paris,hydra_cream,beauty,facebook,21194.16,186.0,29.1,126099.48148148147,2025-02-22
brazil,sao_paulo,pure_clean_toner,skin_care,instagram,17127.21,6198.0,0.0031,27.0,2025-02-22
italy,paris,glow_serum,beauty,instagram,1634.55,2200.0,0.1189,126099.48148148147,2023-08-14
italy,paris,hydra_cream,electronics,instagram,10100.29,959076.9351851852,0.2768,0.0,2025-12-27
spain,madrid,pure_clean_toner,skin_care,email,12669.726343178621,14346.0,6.078482972136223,126099.48148148147,2025-12-27
spain,madrid,pure_clean_toner,beauty,instagram,12755.98,6964.0,6.078482972136223,26.0,2025-12-27
canada,toronto,glow_serum,skin_care,email,17562.71,959076.9351851852,6.078482972136223,38.0,2023-02-22
spain,madrid,glow_serum,skin_care,google_ads,8015.27,959076.9351851852,23.4,50.0,2023-02-22
usa,new_york,hydra_cream,beauty,instagram,22289.97,959076.9351851852,6.078482972136223,126099.48148148147,2023-02-22
brazil,paris,hydra_cream,skin_care,billboard,2679.25,959076.9351851852,0.2178,126099.48148148147,2023-02-22
usa,paris,glow_serum,skin_care,facebook,12669.726343178621,959076.9351851852,0.1927,126099.48148148147,2023-02-22
usa,new_york,hydra_cream,electronics,facebook,12669.726343178621,6473.0,0.343,126099.48148148147,2023-02-22
canada,toronto,hydra_cream,skin_care,instagram,13476.88,959076.9351851852,6.078482972136223,0.0,2023-02-22
germany,berlin,pure_clean_toner,beauty,tiktok,7790.6,8545.0,0.3052,126099.48148148147,2023-02-22
france,paris,hydra_cream,beauty,facebook,10874.77,959076.9351851852,6.078482972136223,0.0,2023-02-22
italy,rome,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,0.2668,2.0,2023-02-22
italy,rome,glow_serum,skin_care,email,7146.52,12936.0,7.8,1.0,2023-02-22
japan,tokyo,hydra_cream,beauty,email,12669.726343178621,3726930.0,6.078482972136223,22.0,2024-12-17
france,paris,hydra_cream,skin_care,tiktok,12669.726343178621,959076.9351851852,0.0601,83.0,2024-03-11
brazil,sao_paulo,glow_serum,skin_care,google_ads,1291.32,959076.9351851852,0.2885,490197.0,2023-02-22
usa,new_york,pure_clean_toner,beauty,instagram,24095.74,3220463.0,0.055,863431.0,2023-02-22
usa,new_york,hydra_cream,skin_care,email,18909.44,18944.0,0.1521,18.0,2023-02-22
japan,tokyo,glow_serum,skin_care,google_ads,4155.2,959076.9351851852,6.078482972136223,126099.48148148147,2023-02-22
spain,madrid,glow_serum,skin_care,instagram,12669.726343178621,5858.0,16.3,34.0,2023-05-09
usa,new_york,pure_clean_toner,skin_care,google_ads,21687.25,959076.9351851852,0.1569,821080.0,2023-05-09
usa,new_york,pure_clean_toner,skin_care,google_ads,12669.726343178621,959076.9351851852,6.078482972136223,1.0,2023-05-09
italy,paris,hydra_cream,skin_care,instagram,1497.84,1594529.0,0.3001,0.0,2023-05-09
italy,rome,glow_serum,beauty,instagram,12669.726343178621,6858.0,11.9,40.0,2023-10-19
japan,tokyo,pure_clean_toner,skin_care,billboard,12669.726343178621,1828737.0,0.1226,12.0,2023-10-19
france,paris,hydra_cream,beauty,facebook,12669.726343178621,3475.0,0.29,45.0,2023-12-12
italy,rome,pure_clean_toner,skin_care,email,2509.92,959076.9351851852,0.0845,11.0,2023-12-12
france,paris,hydra_cream,electronics,tiktok,9088.36,5959.0,6.078482972136223,126099.48148148147,2023-06-14
canada,toronto,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,14.4,830829.0,2024-05-24
brazil,sao_paulo,glow_serum,skin_care,google_ads,24775.54,1182304.0,0.0359,126099.48148148147,2024-05-24
canada,toronto,pure_clean_toner,skin_care,tiktok,10356.81,959076.9351851852,9.0,126099.48148148147,2024-01-08
france,paris,hydra_cream,skin_care,instagram,12669.726343178621,17266.0,0.154,126099.48148148147,2024-01-08
germany,berlin,hydra_cream,electronics,instagram,12669.726343178621,3217.0,17.6,126099.48148148147,2025-11-03
usa,new_york,pure_clean_toner,furniture,google_ads,24543.17,3612.0,0.0847,416.0,2025-11-03
spain,madrid,pure_clean_toner,skin_care,instagram,12669.726343178621,7815.0,0.0524,48.0,2025-11-03
france,paris,pure_clean_toner,skin_care,instagram,7072.19,959076.9351851852,14.6,0.0,2025-11-03
usa,new_york,hydra_cream,electronics,facebook,251.93,9984.0,6.078482972136223,37.0,2025-11-03
germany,berlin,glow_serum,beauty,tiktok,13843.94,959076.9351851852,0.2092,72.0,2025-11-03
germany,berlin,glow_serum,skin_care,facebook,11405.83,15628.0,6.078482972136223,126099.48148148147,2025-11-03
germany,berlin,hydra_cream,skin_care,instagram,6629.27,959076.9351851852,6.078482972136223,308942.0,2023-01-25
france,paris,hydra_cream,beauty,billboard,12669.726343178621,959076.9351851852,22.1,0.0,2023-01-25
brazil,sao_paulo,pure_clean_toner,skin_care,facebook,12669.726343178621,2629874.0,32.4,126099.48148148147,2023-01-25
france,paris,pure_clean_toner,skin_care,google_ads,12224.5,9986.0,6.078482972136223,126099.48148148147,2023-01-25
usa,new_york,pure_clean_toner,skin_care,instagram,22683.53,15344.0,6.078482972136223,459.0,2024-12-04
italy,rome,hydra_cream,skin_care,email,880.83,959076.9351851852,31.7,126099.48148148147,2024-12-04
germany,berlin,hydra_cream,skin_care,facebook,15372.14,2427.0,0.0592,607656.0,2024-03-20
japan,paris,pure_clean_toner,beauty,billboard,20896.76,15171.0,0.2828,4.0,2024-03-20
italy,rome,hydra_cream,skin_care,instagram,24927.95,959076.9351851852,19.4,0.0,2024-03-20
japan,tokyo,hydra_cream,beauty,facebook,12669.726343178621,959076.9351851852,0.2054,126099.48148148147,2024-03-20
usa,new_york,hydra_cream,skin_care,instagram,12669.726343178621,19470.0,0.2624,589.0,2024-03-20
japan,tokyo,glow_serum,electronics,instagram,5802.63,16199.0,17.5,126099.48148148147,2024-03-20
japan,tokyo,pure_clean_toner,furniture,billboard,22579.18,959076.9351851852,6.078482972136223,0.0,2024-03-20
